	12/03/2020,1126,77,9
	12/02/2020,2087,125,22
	12/01/2020,2665,157,17
	11/30/2020,2580,152,17
	11/29/2020,1622,133,11
	11/28/2020,1712,115,11
	11/27/2020,2162,137,12
	11/26/2020,736,138,7
	11/25/2020,2250,109,12
	11/24/2020,1980,116,17
	11/23/2020,2230,134,12
	11/22/2020,1127,105,10
	11/21/2020,1249,103,10
	11/20/2020,1744,121,7
	11/19/2020,1809,109,9
	11/18/2020,1691,104,9
	11/17/2020,1696,89,10
	11/16/2020,1793,112,9
	11/15/2020,879,87,14
	11/14/2020,1007,88,10
	11/13/2020,1480,79,5
	11/12/2020,1475,70,16
	11/11/2020,1490,85,9
	11/10/2020,1563,72,7
	11/09/2020,1535,79,4
	11/08/2020,784,56,7
	11/07/2020,831,58,14
	11/06/2020,1023,50,10
	11/05/2020,1131,78,9
	11/04/2020,1096,56,8
	11/03/2020,889,75,12
	11/02/2020,954,59,12
	11/01/2020,498,45,13
	10/31/2020,404,47,4
	10/30/2020,646,54,11
	10/29/2020,616,48,4
	10/28/2020,776,44,4
	10/27/2020,736,47,8
	10/26/2020,689,58,4
	10/25/2020,364,44,9
	10/24/2020,385,52,1
	10/23/2020,600,60,4
	10/22/2020,754,47,3
	10/21/2020,654,50,5
	10/20/2020,604,75,6
	10/19/2020,628,62,7
	10/18/2020,416,44,4
	10/17/2020,366,38,6
	10/16/2020,500,50,6
	10/15/2020,600,73,8
	10/14/2020,578,59,6
	10/13/2020,586,55,4
	10/12/2020,515,50,8
	10/11/2020,279,45,7
	10/10/2020,311,39,4
	10/09/2020,527,60,2
	10/08/2020,522,43,6
	10/07/2020,542,45,4
	10/06/2020,565,51,3
	10/05/2020,852,54,1
	10/04/2020,338,45,7
	10/03/2020,278,26,5
	10/02/2020,598,47,3
	10/01/2020,619,37,5
	09/30/2020,587,54,8
	09/29/2020,688,48,7
	09/28/2020,436,37,3
	09/27/2020,382,32,2
	09/26/2020,280,32,6
	09/25/2020,456,49,4
	09/24/2020,468,33,3
	09/23/2020,535,43,4
	09/22/2020,407,32,3
	09/21/2020,514,24,3
	09/20/2020,158,24,5
	09/19/2020,161,22,5
	09/18/2020,289,39,3
	09/17/2020,356,27,6
	09/16/2020,370,48,6
	09/15/2020,342,32,3
	09/14/2020,434,29,5
	09/13/2020,258,16,3
	09/12/2020,202,14,4
	09/11/2020,314,34,4
	09/10/2020,322,26,3
	09/09/2020,353,28,2
	09/08/2020,394,25,2
	09/07/2020,218,25,2
	09/06/2020,208,25,7
	09/05/2020,158,21,3
	09/04/2020,231,32,5
	09/03/2020,274,22,5
	09/02/2020,274,23,6
	09/01/2020,297,22,4
	08/31/2020,313,42,2
	08/30/2020,184,19,6
	08/29/2020,128,22,3
	08/28/2020,285,23,6
	08/27/2020,275,32,1
	08/26/2020,313,26,6
	08/25/2020,283,40,5
	08/24/2020,299,33,8
	08/23/2020,151,21,3
	08/22/2020,138,26,5
	08/21/2020,253,32,3
	08/20/2020,227,35,7
	08/19/2020,258,32,1
